"Date","S_level_ft","N_level_ft","S_level_m","N_level_m","S_area_m2","N_area_m2","S_vol_m3","N_vol_m3","Total_vol_m3","natlev_m","natlev_ft"
"1888-01-01",4205.6,4205.6,1281.86688,1281.86688,3476314754.03812,1844714000.19186,17404470622.1807,9880164260.87155,27284634883.0523,1281.86688,4205.6
"1888-02-01",4205.7,4205.7,1281.89736,1281.89736,3482715649.86353,1848040986.15134,17510728362.4251,9936551184.99821,27447279547.4233,1281.89736,4205.7
"1888-03-01",4205.8,4205.8,1281.92784,1281.92784,3489116545.68899,1851367972.11085,17616986102.6703,9992938109.12529,27609924211.7956,1281.92784,4205.8
"1888-04-01",4206.1,4206.1,1282.01928,1282.01928,3510945925.16826,1863116146.85062,17937111227.7646,10162769146.1102,28099880373.8748,1282.01928,4206.1
"1888-05-01",4205.9,4205.9,1281.95832,1281.95832,3495517441.5144,1854694958.07034,17723243842.9147,10049325033.252,27772568876.1667,1281.95832,4205.9
"1888-06-01",4206,4206,1281.9888,1281.9888,3501918337.33986,1858021944.02985,17829501583.1599,10105711957.379,27935213540.5389,1281.9888,4206
"1888-07-01",4205.6,4205.6,1281.86688,1281.86688,3476314754.03812,1844714000.19186,17404470622.1807,9880164260.87155,27284634883.0523,1281.86688,4205.6
"1888-08-01",4205.2,4205.2,1281.74496,1281.74496,3436178207.05639,1817660948.70408,16982906643.8357,9656822269.26023,26639728913.0959,1281.74496,4205.2
"1888-09-01",4204.8,4204.8,1281.62304,1281.62304,3390525117.31977,1790772295.72107,16566397467.6919,9436541337.02412,26002938804.7161,1281.62304,4204.8
"1888-10-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1888-11-01",4203.9,4203.9,1281.34872,1281.34872,3278507378.87744,1720229440.21583,15650587935.4986,8954172717.26261,24604760652.7612,1281.34872,4203.9
"1888-12-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1889-01-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1889-02-01",4204.2,4204.2,1281.44016,1281.44016,3315242863.32036,1745013318.92478,15952851774.8971,9113031562.74852,25065883337.6456,1281.44016,4204.2
"1889-03-01",4204.5,4204.5,1281.5316,1281.5316,3355781133.87117,1774165381.77483,16256939941.577,9273075006.15461,25530014947.7316,1281.5316,4204.5
"1889-04-01",4204.8,4204.8,1281.62304,1281.62304,3390525117.31977,1790772295.72107,16566397467.6919,9436541337.02412,26002938804.7161,1281.62304,4204.8
"1889-05-01",4204.4,4204.4,1281.50112,1281.50112,3342268377.02083,1764448027.49143,16155577219.3499,9219727191.68565,25375304411.0355,1281.50112,4204.4
"1889-06-01",4204.2,4204.2,1281.44016,1281.44016,3315242863.32036,1745013318.92478,15952851774.8971,9113031562.74852,25065883337.6456,1281.44016,4204.2
"1889-07-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1889-08-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1889-09-01",4202.6,4202.6,1280.95248,1280.95248,3136245235.50566,1650729070.19442,14378674915.7805,8288004666.20471,22666679581.9852,1280.95248,4202.6
"1889-10-01",4202.1,4202.1,1280.80008,1280.80008,3078983853.29367,1627346021.07725,13904945379.5346,8038398051.48484,21943343431.0195,1280.80008,4202.1
"1889-11-01",4202.15081967213,4202.15081967213,1280.81556983607,1280.81556983607,3084784242.08476,1629904746.86307,13952924189.7427,8063701370.71385,22016625560.4566,1280.81556983607,4202.15081967215
"1889-12-01",4202.2,4202.2,1280.83056,1280.83056,3090397521.55685,1632380933.10602,13999355296.3695,8088188453.82485,22087543750.1944,1280.83056,4202.2
"1890-01-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1890-02-01",4202.7,4202.7,1280.98296,1280.98296,3147851944.66518,1653972471.19661,14474764784.6889,8338449671.56565,22813214456.2546,1280.98296,4202.7
"1890-03-01",4203,4203,1281.0744,1281.0744,3182672072.14359,1663702674.20313,14763034391.4128,8489784687.64773,23252819079.0606,1281.0744,4203
"1890-04-01",4203.3,4203.3,1281.16584,1281.16584,3216869326.40234,1684780725.46945,15056674369.9972,8643225785.70091,23699900155.6981,1281.16584,4203.3
"1890-05-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1890-06-01",4203.90327868852,4203.90327868852,1281.34971934426,1281.34971934426,3278825738.57317,1720404822.84303,15653851489.4236,8955882986.65367,24609734476.0773,1281.34971934426,4203.90327868852
"1890-07-01",4204.1,4204.1,1281.40968,1281.40968,3301730106.47002,1735295964.64138,15851489052.6699,9059683748.27956,24911172800.9495,1281.40968,4204.1
"1890-08-01",4203.7,4203.7,1281.28776,1281.28776,3259087437.39282,1709531099.93142,15451511145.6095,8849846284.16621,24301357429.7757,1281.28776,4203.7
"1890-09-01",4203.2,4203.2,1281.13536,1281.13536,3205470241.64945,1677754708.38069,14958794377.136,8592078753.01664,23550873130.1527,1281.13536,4203.2
"1890-10-01",4202.95409836066,4202.95409836066,1281.06040918033,1281.06040918033,3177344402.36629,1662213899.97285,14718927566.3471,8466629603.22343,23185557169.5705,1281.06040918033,4202.95409836066
"1890-11-01",4202.7,4202.7,1280.98296,1280.98296,3147851944.66518,1653972471.19661,14474764784.6889,8338449671.56565,22813214456.2546,1280.98296,4202.7
"1890-12-01",4202.7,4202.7,1280.98296,1280.98296,3147851944.66518,1653972471.19661,14474764784.6889,8338449671.56565,22813214456.2546,1280.98296,4202.7
"1891-01-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1891-02-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1891-03-01",4203.1,4203.1,1281.10488,1281.10488,3194071156.89656,1670728691.29194,14860914384.2748,8540931720.33238,23401846104.6072,1281.10488,4203.1
"1891-04-01",4203.2,4203.2,1281.13536,1281.13536,3205470241.64945,1677754708.38069,14958794377.136,8592078753.01664,23550873130.1527,1281.13536,4203.2
"1891-05-01",4203.4,4203.4,1281.19632,1281.19632,3228268411.15531,1691806742.55825,15154554362.8592,8694372818.38555,23848927181.2448,1281.19632,4203.4
"1891-06-01",4203.5,4203.5,1281.2268,1281.2268,3239667495.9082,1698832759.64701,15252434355.7204,8745519851.06982,23997954206.7902,1281.2268,4203.5
"1891-07-01",4203.27173913043,4203.27173913043,1281.15722608696,1281.15722608696,3213647845.93003,1682795111.94519,15029012632.8957,8628771189.51352,23657783822.4093,1281.15722608696,4203.27173913045
"1891-08-01",4203.03586956522,4203.03586956522,1281.08533304348,1281.08533304348,3186760874.28388,1666222875.98538,14798143519.2927,8508130905.89617,23306274425.1889,1281.08533304348,4203.03586956522
"1891-09-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1891-10-01",4202.4,4202.4,1280.89152,1280.89152,3113224858.08304,1642450757.16348,14188175130.0379,8187769258.50413,22375944388.542,1280.89152,4202.4
"1891-11-01",4202.4,4202.4,1280.89152,1280.89152,3113224858.08304,1642450757.16348,14188175130.0379,8187769258.50413,22375944388.542,1280.89152,4202.4
"1891-12-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1892-01-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1892-02-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1892-03-01",4202.3251497006,4202.3251497006,1280.86870562874,1280.86870562874,3104681693.21449,1638682110.43496,14117509024.6151,8150500993.27564,22268010017.8907,1280.86870562874,4202.32514970059
"1892-04-01",4202.45508982036,4202.45508982036,1280.90831137725,1280.90831137725,3119512627.42729,1645224481.15611,14240185383.6373,8215198701.71663,22455384085.3539,1280.90831137725,4202.45508982037
"1892-05-01",4202.58083832335,4202.58083832335,1280.94663952096,1280.94663952096,3134021195.42793,1650107580.18223,14360262485.8162,8278338557.39626,22638601043.2124,1280.94663952096,4202.58083832336
"1892-06-01",4202.71077844311,4202.71077844311,1280.98624526946,1280.98624526946,3149102967.20886,1654322059.32845,14485121776.5435,8343886857.77019,22829008634.3137,1280.98624526946,4202.71077844311
"1892-07-01",4202.83652694611,4202.83652694611,1281.02457341317,1281.02457341317,3163698230.2228,1658400587.53451,14605953348.2162,8407320696.84236,23013274045.0586,1281.02457341317,4202.8365269461
"1892-08-01",4202.96646706587,4202.96646706587,1281.06417916168,1281.06417916168,3178780002.00754,1662615066.68179,14730812638.9751,8472868997.23285,23203681636.2079,1281.06417916168,4202.96646706588
"1892-09-01",4202.43333333333,4202.43333333333,1280.90168,1280.90168,3117029414.17077,1644129061.17307,14219645102.3162,8204366059.28413,22424011161.6003,1280.90168,4202.43333333333
"1892-10-01",4201.69420289855,4201.69420289855,1280.67639304348,1280.67639304348,3020366479.368,1610366257.76892,13527977416.4322,7838262258.96523,21366239675.3974,1280.67639304348,4201.69420289856
"1892-11-01",4201.37894736842,4201.37894736842,1280.58030315789,1280.58030315789,2959187758.47562,1596900038.20216,13239873977.0829,7684103761.61537,20923977738.6983,1280.58030315789,4201.37894736841
"1892-12-01",4201.53684210526,4201.53684210526,1280.62842947368,1280.62842947368,2996075822.14783,1604219530.85615,13382575258.9031,7760895698.72947,21143470957.6326,1280.62842947368,4201.53684210525
"1893-01-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1893-02-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1893-03-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1893-04-01",4202.4,4202.4,1280.89152,1280.89152,3113224858.08304,1642450757.16348,14188175130.0379,8187769258.50413,22375944388.542,1280.89152,4202.4
"1893-05-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1893-06-01",4203,4203,1281.0744,1281.0744,3182672072.14359,1663702674.20313,14763034391.4128,8489784687.64773,23252819079.0606,1281.0744,4203
"1893-07-01",4202.8,4202.8,1281.01344,1281.01344,3159458653.82462,1657215872.19877,14570854653.5967,8388894676.92622,22959749330.5229,1281.01344,4202.8
"1893-08-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1893-09-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1893-10-01",4201,4201,1280.4648,1280.4648,2861515025.01926,1578491861.30286,12899724086.3355,7500414586.45208,20400138672.7876,1280.4648,4201
"1893-11-01",4201.16847826087,4201.16847826087,1280.51615217391,1280.51615217391,2904939874.05672,1586676052.27018,13050953166.6849,7582081950.71035,20633035117.3953,1280.51615217391,4201.16847826086
"1893-12-01",4201.33152173913,4201.33152173913,1280.56584782609,1280.56584782609,2946963921.51982,1594596237.07868,13197303889.6297,7661114883.87761,20858418773.5073,1280.56584782609,4201.33152173914
"1894-01-01",4201.5,4201.5,1280.6172,1280.6172,2990388770.5571,1602780428.04596,13348532969.9785,7742782248.13553,21091315218.114,1280.6172,4201.5
"1894-02-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1894-03-01",4201.6,4201.6,1280.64768,1280.64768,3005825053.4519,1606686564.24649,13440933468.5231,7791947328.3376,21232880796.8607,1280.64768,4201.6
"1894-04-01",4202.1,4202.1,1280.80008,1280.80008,3078983853.29367,1627346021.07725,13904945379.5346,8038398051.48484,21943343431.0195,1280.80008,4202.1
"1894-05-01",4202.5,4202.5,1280.922,1280.922,3124638526.34622,1647485669.19225,14282585046.8728,8237559660.84414,22520144707.7169,1280.922,4202.5
"1894-06-01",4203,4203,1281.0744,1281.0744,3182672072.14359,1663702674.20313,14763034391.4128,8489784687.64773,23252819079.0606,1281.0744,4203
"1894-07-01",4203,4203,1281.0744,1281.0744,3182672072.14359,1663702674.20313,14763034391.4128,8489784687.64773,23252819079.0606,1281.0744,4203
"1894-08-01",4202.84507042254,4202.84507042254,1281.02717746479,1281.02717746479,3164689846.68571,1658677686.7351,14614162763.531,8411630453.99228,23025793217.5233,1281.02717746479,4202.84507042254
"1894-09-01",4202.36478873239,4202.36478873239,1280.88078760563,1280.88078760563,3109205960.80593,1640677900.81473,14154932201.5638,8170237426.68841,22325169628.2522,1280.88078760563,4202.36478873238
"1894-10-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1894-11-01",4201.6,4201.6,1280.64768,1280.64768,3005825053.4519,1606686564.24649,13440933468.5231,7791947328.3376,21232880796.8607,1280.64768,4201.6
"1894-12-01",4201.68695652174,4201.68695652174,1280.67418434783,1280.67418434783,3019247908.14491,1610083204.42135,13521281728.1388,7834699571.99779,21355981300.1366,1280.67418434783,4201.68695652175
"1895-01-01",4201.7768115942,4201.7768115942,1280.70157217391,1280.70157217391,3033118191.32212,1613593065.93396,13604308263.0417,7878876890.42889,21483185153.4706,1280.70157217391,4201.77681159419
"1895-02-01",4201.86666666667,4201.86666666667,1280.72896,1280.72896,3046988474.50427,1617102927.44782,13687334797.9742,7923054208.87576,21610389006.85,1280.72896,4201.86666666667
"1895-03-01",4201.94782608696,4201.94782608696,1280.7536973913,1280.7536973913,3059516472.2137,1620273124.94334,13762326506.9247,7962956302.94572,21725282809.8704,1280.7536973913,4201.94782608694
"1895-04-01",4202.03768115942,4202.03768115942,1280.78108521739,1280.78108521739,3071870987.56399,1624208322.27651,13846110213.9671,8007369250.02461,21853479463.9917,1280.78108521739,4202.03768115942
"1895-05-01",4202.12463768116,4202.12463768116,1280.80758956522,1280.80758956522,3081795916.48993,1628586506.64999,13928205793.8354,8050665252.06568,21978871045.9011,1280.80758956522,4202.12463768117
"1895-06-01",4202.16212121212,4202.16212121212,1280.81901454545,1280.81901454545,3086074162.36454,1630473769.45801,13963593964.221,8069328452.93104,22032922417.152,1280.81901454545,4202.16212121211
"1895-07-01",4201.93484848485,4201.93484848485,1280.74974181818,1280.74974181818,3057513212.84062,1619766202.12976,13750335137.8853,7956575854.46504,21706910992.3503,1280.74974181818,4201.93484848484
"1895-08-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1895-09-01",4201.46515151515,4201.46515151515,1280.60657818182,1280.60657818182,2981406661.02117,1601087588.54598,13317252350.8209,7725889956.56658,21043142307.3875,1280.60657818182,4201.46515151516
"1895-10-01",4201.23787878788,4201.23787878788,1280.53730545455,1280.53730545455,2922827685.77908,1590047330.93593,13113248312.8097,7615722837.62403,20728971150.4337,1280.53730545455,4201.23787878789
"1895-11-01",4201.00303030303,4201.00303030303,1280.46572363636,1280.46572363636,2862296078.01951,1578639064.7371,12902444140.1653,7501883481.36572,20404327621.5311,1280.46572363636,4201.00303030302
"1895-12-01",4200.77575757576,4200.77575757576,1280.39645090909,1280.39645090909,2825929745.90474,1574215691.11711,12707719436.5447,7392865142.40894,20100584578.9537,1280.39645090909,4200.77575757575
"1896-01-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1896-02-01",4201,4201,1280.4648,1280.4648,2861515025.01926,1578491861.30286,12899724086.3355,7500414586.45208,20400138672.7876,1280.4648,4201
"1896-03-01",4201.1,4201.1,1280.49528,1280.49528,2887289774.12694,1583349574.6515,12989485863.0645,7548888118.78898,20538373981.8535,1280.49528,4201.1
"1896-04-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1896-05-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1896-06-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1896-07-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1896-08-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1896-09-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1896-10-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1896-11-01",4200.4,4200.4,1280.28192,1280.28192,2759384237.06164,1566316316.00563,12387819759.8608,7212926440.03868,19600746199.8995,1280.28192,4200.4
"1896-12-01",4200.5,4200.5,1280.3124,1280.3124,2782169470.23801,1568957157.51045,12471605610.4567,7260608393.65659,19732214004.1133,1280.3124,4200.5
"1897-01-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1897-02-01",4201,4201,1280.4648,1280.4648,2861515025.01926,1578491861.30286,12899724086.3355,7500414586.45208,20400138672.7876,1280.4648,4201
"1897-03-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1897-04-01",4201.6,4201.6,1280.64768,1280.64768,3005825053.4519,1606686564.24649,13440933468.5231,7791947328.3376,21232880796.8607,1280.64768,4201.6
"1897-05-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1897-06-01",4202.3,4202.3,1280.86104,1280.86104,3101811189.81994,1637415845.13475,14093765213.2037,8137978856.16449,22231744069.3682,1280.86104,4202.3
"1897-07-01",4202,4202,1280.7696,1280.7696,3067570185.03057,1622311109.04852,13810535462.7004,7988607649.1452,21799143111.8456,1280.7696,4202
"1897-08-01",4201.5,4201.5,1280.6172,1280.6172,2990388770.5571,1602780428.04596,13348532969.9785,7742782248.13553,21091315218.114,1280.6172,4201.5
"1897-09-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1897-10-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1897-11-01",4200.5,4200.5,1280.3124,1280.3124,2782169470.23801,1568957157.51045,12471605610.4567,7260608393.65659,19732214004.1133,1280.3124,4200.5
"1897-12-01",4200.6,4200.6,1280.34288,1280.34288,2798038581.19421,1570864098.26893,12557229305.6322,7308569632.21554,19865798937.8477,1280.34288,4200.6
"1898-01-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1898-02-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1898-03-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1898-04-01",4201.4,4201.4,1280.58672,1280.58672,2964614021.44961,1597922714.69736,13258771193.2501,7694308715.79898,20953079909.0491,1280.58672,4201.4
"1898-05-01",4201.7,4201.7,1280.67816,1280.67816,3021261336.34651,1610592700.44698,13533333967.0671,7841112408.53932,21374446375.6064,1280.67816,4201.7
"1898-06-01",4201.9,4201.9,1280.73912,1280.73912,3052133902.13585,1618404972.848,13718134964.1558,7939442568.94312,21657577533.0989,1280.73912,4201.9
"1898-07-01",4201.8,4201.8,1280.70864,1280.70864,3036697619.24124,1614498836.64751,13625734465.6118,7890277488.7414,21516011954.3532,1280.70864,4201.8
"1898-08-01",4201.3,4201.3,1280.55624,1280.55624,2938839272.34192,1593065001.34872,13169009416.5212,7645835183.46207,20814844599.9832,1280.55624,4201.3
"1898-09-01",4200.7,4200.7,1280.37336,1280.37336,2813907692.15053,1572771039.02742,12642853000.8083,7356530870.77486,19999383871.5832,1280.37336,4200.7
"1898-10-01",4200.3,4200.3,1280.25144,1280.25144,2736599003.88544,1563675474.50082,12304033909.2655,7165244486.42113,19469278395.6867,1280.25144,4200.3
"1898-11-01",4200,4200,1280.16,1280.16,2668243304.35667,1555752949.98639,12052676357.4791,7022198625.56813,19074874983.0473,1280.16,4200
"1898-12-01",4199.8,4199.8,1280.09904,1280.09904,2631114137.34231,1544278521.27126,11893157331.5563,6928229298.48226,18821386630.0385,1280.09904,4199.8
"1899-01-01",4199.9,4199.9,1280.12952,1280.12952,2649678720.84942,1550015735.6288,11972916844.5174,6975213962.02502,18948130806.5424,1280.12952,4199.9
"1899-02-01",4200.2,4200.2,1280.22096,1280.22096,2713813770.70924,1561034632.99602,12220248058.6703,7117562532.80358,19337810591.4739,1280.22096,4200.2
"1899-03-01",4200.5,4200.5,1280.3124,1280.3124,2782169470.23801,1568957157.51045,12471605610.4567,7260608393.65659,19732214004.1133,1280.3124,4200.5
"1899-04-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1899-05-01",4200.9,4200.9,1280.43432,1280.43432,2845645914.06306,1576584920.54438,12814100391.16,7452453347.89312,20266553739.0531,1280.43432,4200.9
"1899-06-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1899-07-01",4201.2,4201.2,1280.52576,1280.52576,2913064523.23443,1588207288.00011,13079247639.7928,7597361651.12553,20676609290.9184,1280.52576,4201.2
"1899-08-01",4200.8,4200.8,1280.40384,1280.40384,2829776803.10674,1574677979.78589,12728476695.9839,7404492109.33381,20132968805.3177,1280.40384,4200.8
"1899-09-01",4200.5,4200.5,1280.3124,1280.3124,2782169470.23801,1568957157.51045,12471605610.4567,7260608393.65659,19732214004.1133,1280.3124,4200.5
"1899-10-01",4200.2,4200.2,1280.22096,1280.22096,2713813770.70924,1561034632.99602,12220248058.6703,7117562532.80358,19337810591.4739,1280.22096,4200.2
"1899-11-01",4200.2,4200.2,1280.22096,1280.22096,2713813770.70924,1561034632.99602,12220248058.6703,7117562532.80358,19337810591.4739,1280.22096,4200.2
"1899-12-01",4199.9,4199.9,1280.12952,1280.12952,2649678720.84942,1550015735.6288,11972916844.5174,6975213962.02502,18948130806.5424,1280.12952,4199.9
"1900-01-01",4200.29574468085,4200.29574468085,1280.25014297872,1280.25014297872,2735629419.49247,1563563098.26629,12300468553.9119,7163215467.11304,19463684021.0249,1280.25014297872,4200.29574468084
"1900-02-01",4200.5612244898,4200.5612244898,1280.33106122449,1280.33106122449,2791885252.45621,1570124672.26055,12524028280.9729,7289972417.26447,19814000698.2374,1280.33106122449,4200.5612244898
"1900-03-01",4200.67551020408,4200.67551020408,1280.3658955102,1280.3658955102,2810021379.26117,1572304033.12713,12621883932.5906,7344785261.32541,19966669193.916,1280.3658955102,4200.67551020407
"1900-04-01",4200.80204081633,4200.80204081633,1280.40446204082,1280.40446204082,2830100662.5159,1574716896.94446,12730224118.3446,7405470910.12645,20135695028.4711,1280.40446204082,4200.80204081634
"1900-05-01",4200.92448979592,4200.92448979592,1280.4417844898,1280.4417844898,2849532226.95242,1577051926.44467,12835069459.3778,7464198957.34257,20299268416.7203,1280.4417844898,4200.92448979593
"1900-06-01",4201.05102040816,4201.05102040816,1280.48035102041,1280.48035102041,2874665407.2185,1580970286.48101,12945520911.2023,7525145980.50423,20470666891.7065,1280.48035102041,4201.05102040817
"1900-07-01",4200.77735849057,4200.77735849057,1280.39693886792,1280.39693886792,2826183796.85014,1574246219.61388,12709090198.9503,7393632960.97372,20102723159.924,1280.39693886792,4200.77735849055
"1900-08-01",4200.22169811321,4200.22169811321,1280.22757358491,1280.22757358491,2718757736.40163,1561607645.77573,12238428007.3961,7127908617.0858,19366336624.4819,1280.22757358491,4200.22169811322
"1900-09-01",4199.66603773585,4199.66603773585,1280.05820830189,1280.05820830189,2606244600.94788,1536592819.01928,11786309682.1259,6865287579.40146,18651597261.5274,1280.05820830189,4199.66603773586
"1900-10-01",4199.18899082569,4199.18899082569,1279.91280440367,1279.91280440367,2524226740.84371,1497458926.97756,11413067445.3337,6643868236.49337,18056935681.827,1279.91280440367,4199.18899082569
"1900-11-01",4199.10366972477,4199.10366972477,1279.88679853211,1279.88679853211,2510182466.28349,1489336391.68677,11347004155.3552,6604526473.55347,17951530628.9087,1279.88679853211,4199.10366972477
"1900-12-01",4199.02110091743,4199.02110091743,1279.86163155963,1279.86163155963,2496591232.8366,1481475873.66254,11283071939.2399,6566453799.73644,17849525738.9763,1279.86163155963,4199.02110091742
"1901-01-01",4198.93577981651,4198.93577981651,1279.83562568807,1279.83562568807,2485398492.52417,1474807006.80056,11218530481.5323,6528126095.01403,17746656576.5463,1279.83562568807,4198.9357798165
"1901-02-01",4199.14893617021,4199.14893617021,1279.90059574468,1279.90059574468,2517633546.74628,1493645739.51061,11382053519.2191,6625398939.40824,18007452458.6274,1279.90059574468,4199.14893617021
"1901-03-01",4199.53617021277,4199.53617021277,1280.01862468085,1280.01862468085,2582135236.1738,1529142040.83833,11682727978.2085,6804269760.6227,18486997738.8312,1280.01862468085,4199.53617021276
"1901-04-01",4199.96489361702,4199.96489361702,1280.14929957447,1280.14929957447,2661725950.57334,1553738821.54205,12024675677.4017,7005704009.64628,19030379687.048,1280.14929957447,4199.96489361703
"1901-05-01",4200.08781725888,4200.08781725888,1280.18676670051,1280.18676670051,2688252671.56389,1558072064.60756,12126254794.8102,7064071610.22064,19190326405.0309,1280.18676670051,4200.08781725889
"1901-06-01",4199.82030456853,4199.82030456853,1280.10522883249,1280.10522883249,2634883595.92403,1545443437.89257,11909352156.5298,6937769331.69293,18847121488.2228,1280.10522883249,4199.82030456854
"1901-07-01",4199.5614213198,4199.5614213198,1280.02632121827,1280.02632121827,2586822999.02311,1530590750.97576,11702868138.1855,6816133908.29716,18519002046.4827,1280.02632121827,4199.56142131978
