,salinity,vp_reduction
0,0.0,2.337403612485892e-05
1,1.8592964824120604,0.0010648361551111284
2,3.7185929648241207,0.002104957888495216
3,5.577889447236181,0.0031437484991632225
4,7.437185929648241,0.004181217647224168
5,9.296482412060302,0.005217375416194799
6,11.155778894472363,0.006252232340869273
7,13.015075376884422,0.0072857994369852006
8,14.874371859296483,0.008318088232799338
9,16.733668341708544,0.009349110802697133
10,18.592964824120603,0.010378879802966744
11,20.452261306532662,0.011407408509876715
12,22.311557788944725,0.012434710860205485
13,24.170854271356784,0.013460801494381482
14,26.030150753768844,0.014485695802399945
15,27.889447236180906,0.015509409972696656
16,29.748743718592966,0.016531961044168254
17,31.608040201005025,0.017553366961541195
18,33.46733668341709,0.018573646634303873
19,35.32663316582914,0.019592819999433513
20,37.185929648241206,0.020610908088157496
21,39.04522613065327,0.02162793309701207
22,40.904522613065325,0.022643918463472107
23,42.76381909547739,0.02365888894644544
24,44.62311557788945,0.02467287071194442
25,46.482412060301506,0.025685891424266256
26,48.34170854271357,0.026697980343035554
27,50.20100502512563,0.02770916842648352
28,52.06030150753769,0.028719488441364946
29,53.91959798994975,0.02972897507993601
30,55.77889447236181,0.03073766508444493
31,57.63819095477387,0.03174559737961762
32,59.49748743718593,0.03275281321364496
33,61.356783919597994,0.03375935630821933
34,63.21608040201005,0.034765273018193044
35,65.07537688442211,0.03577061250147623
36,66.93467336683418,0.03677542689982208
37,68.79396984924624,0.03777977153119645
38,70.65326633165829,0.03878370509446471
39,72.51256281407035,0.03978728988718044
40,74.37185929648241,0.04079059203730645
41,76.23115577889448,0.041793681749750594
42,78.09045226130654,0.042796633568654895
43,79.9497487437186,0.04379952665643349
44,81.80904522613065,0.04480244509061606
45,83.66834170854271,0.04580547817962072
46,85.52763819095478,0.046808720798645405
47,87.38693467336684,0.04781227374694479
48,89.2462311557789,0.04881624412783023
49,91.10552763819096,0.04982074575281893
50,92.96482412060301,0.05082589957143842
51,94.82412060301507,0.051831834128285965
52,96.68341708542714,0.052838686049039324
53,98.5427135678392,0.05384660055721196
54,100.40201005025126,0.0548557320235578
55,102.26130653266333,0.055866244550137584
56,104.12060301507537,0.05687831259117868
57,105.97989949748744,0.05789212161298459
58,107.8391959798995,0.05890786879527853
59,109.69849246231156,0.05992576377650262
60,111.55778894472363,0.06094602944573533
61,113.41708542713569,0.0619689027840428
62,115.27638190954774,0.06299463575822926
63,117.1356783919598,0.0640234962701194
64,118.99497487437186,0.06505576916467316
65,120.85427135678393,0.06609175730040714
66,122.71356783919599,0.06713178268578177
67,124.57286432160804,0.06817618768539964
68,126.4321608040201,0.06922533630005777
69,128.29145728643218,0.07027961552489115
70,130.15075376884423,0.0713394367900567
71,132.01005025125627,0.07240523748861052
72,133.86934673366835,0.07347748259644775
73,135.7286432160804,0.07455666638938711
74,137.58793969849248,0.07564331426270311
75,139.44723618090453,0.07673798465861706
76,141.30653266331657,0.07784127110748341
77,143.16582914572865,0.07895380438860793
78,145.0251256281407,0.08007625481684313
79,146.88442211055278,0.08120933466129887
80,148.74371859296483,0.08235380070268608
81,150.6030150753769,0.08351045693597618
82,152.46231155778895,0.08468015742519912
83,154.321608040201,0.0858638093173216
84,156.18090452261308,0.08706237602222602
85,158.04020100502512,0.08827688056585575
86,159.8994974874372,0.08950840912358866
87,161.75879396984925,0.09075811474083735
88,163.6180904522613,0.09202722124774933
89,165.47738693467338,0.09331702737467634
90,167.33668341708542,0.09462891107478541
91,169.1959798994975,0.09596433405978391
92,171.05527638190955,0.09732484655421227
93,172.91457286432163,0.09871209227309714
94,174.77386934673368,0.1001278136269402
95,176.63316582914572,0.10157385715701882
96,178.4924623115578,0.10305217920277428
97,180.35175879396985,0.10456485180162288
98,182.21105527638193,0.1061140688198333
99,184.07035175879398,0.10770215231112429
100,185.92964824120602,0.10933155909731371
101,187.7889447236181,0.111004887562672
102,189.64824120603015,0.11272488465054145
103,191.50753768844223,0.1144944530472396
104,193.36683417085428,0.11631665853423563
105,195.22613065326632,0.1181947374850025
106,197.0854271356784,0.12013210447778133
107,198.94472361809045,0.12213235998966936
108,200.80402010050253,0.12419929813093025
109,202.66331658291458,0.1263369143711571
110,204.52261306532665,0.12854941320085195
111,206.3819095477387,0.13084121566306992
112,208.24120603015075,0.13321696667997202
113,210.10050251256283,0.1356815420883971
114,211.95979899497488,0.13824005528688266
115,213.81909547738695,0.14089786338391624
116,215.678391959799,0.14366057272359375
117,217.53768844221105,0.14653404365032247
118,219.39698492462313,0.14952439435878623
119,221.25628140703517,0.15263800365917415
120,223.11557788944725,0.15588151247078838
121,224.9748743718593,0.15926182383974768
122,226.83417085427138,0.16278610125883114
123,228.69346733668343,0.16646176504982374
124,230.55276381909547,0.1702964865513995
125,232.41206030150755,0.17429817983902143
126,234.2713567839196,0.17847499068807812
127,236.13065326633168,0.18283528247810826
128,237.98994974874373,0.1873876187251906
129,239.84924623115577,0.19214074192220382
130,241.70854271356785,0.19710354836359
131,243.5678391959799,0.2022850586334859
132,245.42713567839198,0.20769438344471397
133,247.28643216080403,0.21334068453231755
134,249.14572864321607,0.2192331303303005
135,251.00502512562815,0.22538084619523968
136,252.8643216080402,0.2317928589867141
137,254.72361809045228,0.23847803587320165
138,256.58291457286435,0.24544501730427085
139,258.4422110552764,0.2527021441764047
140,260.30150753768845,0.26025737932117476
141,262.1608040201005,0.2681182235609594
142,264.02010050251255,0.27629162670867635
143,265.87939698492465,0.2847838940332418
144,267.7386934673367,0.29360058887016194
145,269.59798994974875,0.3027464322245419
146,271.4572864321608,0.31222520038873647
147,273.31658291457285,0.3220396217749165
148,275.17587939698495,0.3321912743390683
149,277.035175879397,0.3426804851416475
150,278.89447236180905,0.3535062337447673
151,280.7537688442211,0.3646660612792001
152,282.61306532663315,0.37615598711910225
153,284.47236180904525,0.3879704351704475
154,286.3316582914573,0.40010217180320296
155,288.19095477386935,0.4125422574303891
156,290.0502512562814,0.42528001365345847
157,291.9095477386935,0.43830300774860326
158,293.76884422110555,0.45159705606021855
159,295.6281407035176,0.46514624759583595
160,297.48743718592965,0.47893298878400253
161,299.3467336683417,0.49293806996841927
162,301.2060301507538,0.5071407537766348
163,303.06532663316585,0.5215188850310932
164,304.9246231155779,0.5360490213782418
165,306.78391959798995,0.5507065833136607
166,308.643216080402,0.5654660217951679
167,310.5025125628141,0.5803010011794733
168,312.36180904522615,0.5951845948088944
169,314.2211055276382,0.6100894902292787
170,316.08040201005025,0.6249882007528273
171,317.9396984924623,0.639853279901273
172,319.7989949748744,0.6546575351834172
173,321.65829145728645,0.6693742376798689
174,323.5175879396985,0.6839773240261962
175,325.37688442211055,0.6984415875984223
176,327.2361809045226,0.7127428560029526
177,329.0954773869347,0.7268581523440245
178,330.95477386934675,0.7407658381705757
