,sample_dt,mean_air_T(C),avg_wind(m/s),s_pres(kPa),dp_T(C),max_air_T(K),min_air_T(K),evap(m/d)
16,2017-01-17,-2.685185185185185,2.03563138176675,87.61744769416667,-10.077546296296298,272.0759259259259,268.85370370370373,0.000723388150446
17,2017-01-18,-6.0,1.8849945973849387,87.04866523708333,-8.072916666666668,268.4277777777777,265.8722222222222,0.0003996757977308
18,2017-01-19,-2.3703703703703702,1.2432427533429782,86.13806190437501,-5.447916666666668,272.0759259259259,269.4833333333333,0.0004916903414543
19,2017-01-20,-0.5000000000000004,2.073836508973943,85.32178633979167,-3.101851851851852,274.0388888888889,271.2611111111111,0.0005595235556202
20,2017-01-21,-0.2500000000000005,3.5373309227561083,85.48654692958333,-2.6030092592592595,275.0388888888889,270.76111111111106,0.0006300169782459
21,2017-01-22,1.2222222222222217,3.8254722421829346,86.33791128770832,-3.748842592592593,276.22407407407405,272.5203703703704,0.0009784597620099
22,2017-01-23,0.61111111111111,5.505863570760932,85.389192963125,-2.024305555555556,275.26111111111106,272.26111111111106,0.0007705132367611
23,2017-01-24,1.870370370370371,5.233766188642136,86.20229686083334,-7.182870370370371,278.3722222222222,271.6685185185185,0.0017614915141972
24,2017-01-25,-2.9166666666666665,2.183596530046926,87.22519111625,-6.542824074074074,272.65,267.81666666666666,0.0006273596660514
25,2017-01-26,-2.7777777777777777,2.019539434084799,87.83783877708333,-6.769675925925926,272.3722222222222,268.3722222222222,0.0006311102477818
26,2017-01-27,0.7037037037037042,2.2371224486878534,88.74052248000001,-9.25,277.9648148148148,269.7425925925926,0.001091373060227
27,2017-01-28,-2.574074074074075,2.2206887801091817,89.10253674166668,-9.858796296296298,273.03888888888883,268.1129629629629,0.0008347898355424
28,2017-01-29,-3.1666666666666674,1.574059646904932,88.85057293562501,-9.20023148148148,271.4462962962962,268.5203703703703,0.0006567388776921
29,2017-01-30,-3.5000000000000004,1.6340782625835581,88.09639612791668,-8.918981481481483,270.8907407407407,268.4092592592592,0.0006351000853635
30,2017-01-31,-6.305555555555556,1.7112450541703637,87.39931571708334,-8.453703703703704,267.81666666666666,265.8722222222222,0.0004417817175539
31,2017-02-01,-1.9444444444444453,1.8169921389374681,87.04287459020833,-7.386574074074074,273.4833333333333,268.9277777777777,0.0007629139929227
32,2017-02-02,-0.3333333333333335,2.0663551969355707,87.06954628645835,-5.060185185185185,274.81666666666666,270.81666666666666,0.0008045482793345
33,2017-02-03,0.4814814814814815,1.6919533562736624,86.75084908833334,-3.7256944444444446,275.187037037037,272.0759259259259,0.0007499961691477
34,2017-02-04,3.6851851851851847,1.9991915079618698,86.77994971791667,-1.1932870370370372,279.81666666666666,273.8537037037037,0.0010036878604883
35,2017-02-05,4.000000000000001,1.8913009012062436,86.60814587312501,-0.4571759259259257,278.7796296296296,275.5203703703704,0.0009103349697606
36,2017-02-06,5.018518518518519,5.170889543645479,85.90949955020834,-0.6446759259259259,280.03888888888883,276.29814814814813,0.0015792749129235
37,2017-02-07,6.203703703703703,5.434542748233733,86.00580170895833,1.8067129629629628,283.0018518518518,275.7055555555555,0.0015793684533213
38,2017-02-08,6.703703703703702,3.0823846194951776,87.04012463854167,-0.4583333333333334,282.9277777777777,276.7796296296296,0.0015381868279786
39,2017-02-09,5.870370370370371,2.4881246705595323,86.77885923250001,2.5694444444444446,280.3722222222222,277.6685185185185,0.0009590006446859
40,2017-02-10,8.407407407407407,3.8388519296007018,86.5914009199185,2.9372987117552336,284.8166666666666,278.2981481481481,0.0016414746685265
41,2017-02-11,6.407407407407408,3.988379913310635,87.435125160625,-0.9895833333333331,282.2611111111111,276.8537037037037,0.0017684858718047
42,2017-02-12,3.9814814814814814,3.8804893065550097,87.9989905675,-5.798611111111111,279.7055555555555,274.55740740740737,0.0018325483595543
43,2017-02-13,2.777777777777777,2.0106236252339893,87.73759358729167,-5.04050925925926,278.261111111111,273.59444444444443,0.0011998227760349
44,2017-02-14,1.25,1.5314066658869434,87.724203109375,-4.114583333333334,276.9833333333333,271.81666666666666,0.0009866065256708
45,2017-02-15,1.6944444444444449,1.7702385071588278,87.57388740104167,-2.3032407407407405,277.8722222222222,271.81666666666666,0.0010188813277819
46,2017-02-16,4.407407407407407,2.6515366998021803,86.56594314625002,-0.730324074074074,280.00185185185177,275.1129629629629,0.0012783344627444
47,2017-02-17,4.518518518518518,3.0830991268246852,85.98071343125,-0.1689814814814815,279.4833333333333,275.85370370370373,0.0012598290586326
48,2017-02-18,7.814814814814817,3.9719462447319636,85.643114725625,1.7916666666666667,283.03888888888883,278.89074074074074,0.0017474677625521
49,2017-02-19,9.111111111111107,4.241315507956276,85.92552595187502,3.017361111111112,284.9648148148148,279.5574074074074,0.001959592911552
50,2017-02-20,8.611111111111109,6.079742866778967,86.66269817375002,2.524305555555556,284.8907407407407,278.63148148148144,0.0023508917300748
51,2017-02-21,11.129629629629632,9.55439201017374,86.69593254666667,1.859953703703704,287.81666666666666,280.74259259259253,0.0042965152231781
52,2017-02-22,5.481481481481482,3.9140711510418598,86.548172029375,-1.3819444444444442,280.63148148148144,276.63148148148144,0.0017611554949344
